date_of_interest,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,HOSP_COUNT_7DAY_AVG,DEATH_COUNT_7DAY_AVG,BX_CASE_COUNT,BX_HOSPITALIZED_COUNT,BX_DEATH_COUNT,BX_CASE_COUNT_7DAY_AVG,BX_HOSPITALIZED_COUNT_7DAY_AVG,BX_DEATH_COUNT_7DAY_AVG,BK_CASE_COUNT,BK_HOSPITALIZED_COUNT,BK_DEATH_COUNT,BK_CASE_COUNT_7DAY_AVG,BK_HOSPITALIZED_COUNT_7DAY_AVG,BK_DEATH_COUNT_7DAY_AVG,MN_CASE_COUNT,MN_HOSPITALIZED_COUNT,MN_DEATH_COUNT,MN_CASE_COUNT_7DAY_AVG,MN_HOSPITALIZED_COUNT_7DAY_AVG,MN_DEATH_COUNT_7DAY_AVG,QN_CASE_COUNT,QN_HOSPITALIZED_COUNT,QN_DEATH_COUNT,QN_CASE_COUNT_7DAY_AVG,QN_HOSPITALIZED_COUNT_7DAY_AVG,QN_DEATH_COUNT_7DAY_AVG,SI_CASE_COUNT,SI_HOSPITALIZED_COUNT,SI_DEATH_COUNT,SI_CASE_COUNT_7DAY_AVG,SI_HOSPITALIZED_COUNT_7DAY_AVG,SI_DEATH_COUNT_7DAY_AVG,INCOMPLETE
2020-08-07,255,23,2,243,32,4,53,7,0,56,8,1,90,8,0,72,12,1,49,4,0,43,4,1,57,4,2,60,7,1,6,0,0,11,2,0,0
2020-08-08,160,20,4,239,31,4,30,7,0,55,9,1,57,7,1,72,11,1,23,0,3,42,3,1,43,5,0,58,8,1,7,1,0,11,1,0,0
2020-08-09,133,27,3,238,30,4,19,8,1,54,9,1,48,9,0,73,11,1,18,3,0,41,3,1,36,6,2,59,7,1,12,1,0,12,1,0,0
2020-08-10,312,41,5,233,31,4,89,10,1,53,9,1,75,14,1,71,11,1,49,6,1,40,3,1,77,9,2,58,7,2,22,2,0,12,1,0,0
2020-08-11,263,25,4,244,30,4,70,10,0,56,8,1,82,9,1,75,10,1,42,0,2,40,3,1,51,2,1,59,7,2,18,4,0,14,2,0,0
2020-08-12,320,31,1,247,29,3,59,7,1,55,8,1,114,8,0,79,10,1,43,6,0,40,3,1,86,11,0,59,6,1,18,0,0,14,2,0,0
2020-08-13,276,38,3,246,29,3,61,9,1,54,8,1,86,13,2,79,10,1,50,7,0,39,4,1,67,10,0,60,7,1,12,0,0,14,1,0,0
2020-08-14,277,38,3,249,31,3,68,6,1,57,8,1,80,11,0,77,10,1,44,5,1,38,4,1,69,14,0,61,8,1,16,2,1,15,1,0,0
2020-08-15,151,23,4,247,32,3,42,7,2,58,8,1,33,6,1,74,10,1,25,3,1,39,4,1,42,5,0,61,8,1,9,2,0,15,2,0,0
2020-08-16,140,21,5,248,31,4,23,10,2,59,8,1,49,5,1,74,9,1,22,0,0,39,4,1,39,5,2,62,8,1,7,1,0,15,2,0,0
2020-08-17,333,34,5,251,30,4,71,9,0,56,8,1,96,6,1,77,8,1,57,4,1,40,4,1,95,15,2,64,9,1,14,0,1,13,1,0,0
2020-08-18,283,39,1,254,32,3,55,14,1,54,9,1,66,9,0,75,8,1,61,2,0,43,4,0,87,12,0,69,10,1,14,2,0,13,1,0,0
2020-08-19,257,35,1,245,33,3,50,5,0,53,9,1,69,14,1,68,9,1,51,8,0,44,4,0,69,7,0,67,10,1,18,1,0,13,1,0,0
2020-08-20,227,36,7,238,32,4,64,14,3,53,9,1,56,8,3,64,8,1,33,4,0,42,4,0,54,10,1,65,10,1,20,1,0,14,1,0,0
2020-08-21,252,31,3,235,31,4,52,9,0,51,10,1,75,9,0,63,8,1,51,4,0,43,4,0,60,9,3,64,9,1,14,0,0,14,1,0,0
2020-08-22,136,27,6,233,32,4,29,6,0,49,10,1,36,6,2,64,8,1,30,7,1,44,4,0,34,7,2,63,9,1,7,1,1,13,1,0,0
2020-08-23,150,21,3,234,32,4,32,3,2,50,9,1,55,6,0,65,8,1,16,2,1,43,4,0,40,11,0,63,10,1,7,0,0,13,1,0,0
2020-08-24,297,36,8,229,32,4,64,14,5,49,9,2,85,9,1,63,9,1,49,6,1,42,5,0,84,5,0,61,9,1,15,2,1,14,1,0,0
2020-08-25,283,42,4,229,33,5,64,11,2,51,9,2,84,14,2,66,9,1,54,7,0,41,5,0,69,9,0,59,8,1,12,1,0,13,1,0,0
2020-08-26,313,27,6,237,31,5,64,5,1,53,9,2,117,14,0,73,9,1,50,2,2,40,5,1,66,5,3,58,8,1,16,2,0,13,1,0,0
2020-08-27,274,30,1,244,31,4,53,8,1,51,8,2,99,8,0,79,9,1,48,2,0,43,4,1,61,10,0,59,8,1,13,2,0,12,1,0,0
2020-08-28,280,22,5,248,29,5,77,4,3,55,7,2,78,9,0,79,9,1,52,1,1,43,4,1,52,7,1,58,8,1,21,1,0,13,1,0,0
2020-08-29,128,22,2,246,29,4,28,7,1,55,7,2,38,9,1,79,10,1,23,2,0,42,3,1,32,4,0,58,7,1,7,1,0,13,1,0,0
2020-08-30,186,20,4,252,28,4,20,2,2,53,7,2,62,5,1,80,10,1,37,3,0,45,3,1,42,6,1,58,7,1,25,4,0,16,2,0,0
2020-08-31,315,42,1,254,29,3,46,9,1,50,7,2,118,14,0,85,10,1,52,6,0,45,3,0,77,12,0,57,8,1,22,1,0,17,2,0,0
2020-09-01,294,20,3,256,26,3,52,5,1,49,6,1,89,8,0,86,10,0,55,1,0,45,2,0,73,5,1,58,7,1,24,1,1,18,2,0,0
2020-09-02,271,27,4,250,26,3,42,4,0,45,6,1,94,13,2,83,9,1,48,1,1,45,2,0,69,10,1,58,8,1,17,0,0,18,1,0,0
2020-09-03,273,18,5,250,24,3,40,2,2,44,5,1,91,7,2,81,9,1,35,1,0,43,2,0,90,7,1,62,7,1,17,1,0,19,1,0,0
2020-09-04,230,32,5,242,26,3,44,10,1,39,6,1,71,8,1,80,9,1,30,2,1,40,2,0,59,10,2,63,8,1,26,2,0,20,1,0,0
2020-09-05,156,22,3,246,26,4,30,5,0,39,5,1,46,10,3,82,9,1,22,2,0,40,2,0,34,5,0,63,8,1,24,0,0,22,1,0,0
2020-09-06,207,31,7,249,27,4,18,4,2,39,6,1,87,15,2,85,11,1,27,3,1,38,2,0,62,8,2,66,8,1,13,1,0,20,1,0,0
2020-09-07,218,20,1,236,24,4,32,3,0,37,5,1,75,7,0,79,10,1,40,2,0,37,2,0,52,6,1,63,7,1,19,2,0,20,1,0,0
2020-09-08,393,26,2,250,25,4,81,8,1,41,5,1,126,8,1,84,10,2,58,3,0,37,2,0,98,6,0,66,7,1,30,1,0,21,1,0,0
2020-09-09,353,32,2,261,26,4,56,6,1,43,5,1,119,11,0,88,9,1,71,3,0,40,2,0,82,11,1,68,8,1,25,1,0,22,1,0,0
2020-09-10,323,25,3,269,27,3,45,2,1,44,5,1,124,9,1,93,10,1,57,4,0,44,3,0,70,7,1,65,8,1,27,3,0,23,1,0,0
2020-09-11,313,32,4,280,27,3,55,9,2,45,5,1,111,9,2,98,10,1,54,6,0,47,3,0,77,7,0,68,7,1,16,2,0,22,1,0,0
2020-09-12,202,11,4,287,25,3,35,2,1,46,5,1,51,3,0,99,9,1,36,1,0,49,3,0,61,4,3,72,7,1,19,1,0,21,2,0,0
2020-09-13,263,17,3,295,23,3,19,2,0,46,5,1,118,8,2,103,8,1,45,1,0,52,3,0,68,5,1,73,7,1,13,1,0,21,2,0,0
2020-09-14,462,32,5,330,25,3,75,4,1,52,5,1,178,15,2,118,9,1,78,6,0,57,3,0,105,5,2,80,6,1,26,2,0,22,2,0,0
2020-09-15,415,30,3,333,26,3,62,11,2,50,5,1,190,6,0,127,9,1,64,4,0,58,4,0,81,8,1,78,7,1,18,1,0,21,2,0,0
2020-09-16,457,45,6,348,27,4,60,7,1,50,5,1,201,24,0,139,11,1,84,4,1,60,4,0,94,9,3,79,6,2,18,1,1,20,2,0,0
2020-09-17,441,34,4,365,29,4,61,11,1,52,7,1,163,13,1,145,11,1,88,4,0,64,4,0,104,5,2,84,6,2,25,2,0,19,1,0,0
2020-09-18,292,35,3,362,29,4,45,10,1,51,7,1,108,14,2,144,12,1,46,5,0,63,4,0,69,7,0,83,6,2,24,0,0,20,1,0,0
2020-09-19,216,21,5,364,31,4,30,3,1,50,7,1,65,6,2,146,12,1,47,4,1,65,4,0,60,7,1,83,7,1,13,1,0,20,1,0,0
2020-09-20,221,21,5,358,31,4,32,8,0,52,8,1,78,6,3,140,12,1,47,3,1,65,4,0,43,3,1,79,6,1,21,1,0,21,1,0,0
2020-09-21,559,28,3,372,31,4,73,8,1,52,8,1,264,12,1,153,12,1,76,0,1,65,3,1,122,6,0,82,6,1,24,2,0,20,1,0,0
2020-09-22,498,33,3,383,31,4,68,7,0,53,8,1,209,12,3,155,12,2,88,2,0,68,3,1,107,12,0,86,7,1,26,0,0,22,1,0,0
2020-09-23,614,38,4,406,30,4,89,5,1,57,7,1,272,24,1,166,12,2,100,2,1,70,3,1,116,7,0,89,7,1,37,0,1,24,1,0,0
2020-09-24,543,41,3,420,31,4,71,7,0,58,7,1,263,15,1,180,13,2,83,6,2,70,3,1,100,11,0,88,8,0,26,3,0,24,1,0,0
2020-09-25,462,46,4,445,33,4,49,8,2,59,7,1,193,20,0,192,14,2,68,6,1,73,3,1,124,11,1,96,8,0,28,1,0,25,1,0,0
2020-09-26,280,27,5,454,33,4,42,5,3,61,7,1,109,8,1,198,14,1,35,3,0,71,3,1,61,9,1,96,8,0,33,2,0,28,1,0,0
2020-09-27,382,35,2,477,35,3,32,5,0,61,6,1,181,18,2,213,16,1,35,2,0,69,3,1,106,8,0,105,9,0,28,3,0,29,2,0,0
2020-09-28,436,38,3,459,37,3,82,7,1,62,6,1,139,12,1,195,16,1,58,3,0,67,3,1,109,14,1,103,10,0,47,2,0,32,2,0,0
2020-09-29,723,50,7,491,39,4,65,7,3,61,6,1,355,18,2,216,16,1,95,9,0,68,4,1,175,13,2,113,10,1,33,3,0,33,2,0,0
2020-09-30,605,51,8,490,41,5,52,2,3,56,6,2,284,33,4,218,18,2,93,8,1,67,5,1,135,9,0,116,11,1,41,0,0,34,2,0,0
2020-10-01,705,41,5,513,41,5,82,7,0,58,6,2,332,22,1,228,19,2,120,5,0,72,5,0,145,6,4,122,10,1,26,1,0,34,2,0,0
2020-10-02,604,49,3,534,42,5,80,5,0,62,5,1,270,26,1,239,20,2,78,4,0,73,5,0,140,13,2,124,10,1,36,2,0,35,2,0,0
2020-10-03,301,24,5,537,41,5,34,1,1,61,5,1,95,11,1,237,20,2,57,4,0,77,5,0,98,5,2,130,10,2,17,3,1,33,2,0,0
2020-10-04,335,44,7,530,42,5,34,4,0,61,5,1,162,22,3,234,21,2,29,4,0,76,5,0,84,11,3,127,10,2,26,4,1,32,2,0,0
2020-10-05,765,56,0,577,45,5,94,10,0,63,5,1,354,25,0,265,22,2,84,2,0,79,5,0,196,17,0,139,11,2,37,2,0,31,2,0,0
2020-10-06,571,47,3,555,45,4,67,5,0,63,5,1,251,23,2,250,23,2,79,8,0,77,5,0,145,11,1,135,10,2,29,1,0,30,2,0,0
2020-10-07,542,45,4,546,44,4,75,9,1,67,6,0,223,22,1,241,22,1,75,5,1,75,5,0,132,10,1,134,10,2,37,0,0,30,2,0,0
2020-10-08,525,46,6,520,44,4,83,8,1,67,6,0,217,19,3,225,21,2,80,7,0,69,5,0,112,8,2,130,11,2,33,4,0,31,2,0,0
2020-10-09,524,54,2,509,45,4,92,6,1,68,6,1,184,29,0,212,22,1,74,4,0,68,5,0,143,13,1,130,11,1,31,3,0,30,2,0,0
2020-10-10,315,37,4,511,47,4,36,3,1,69,6,1,97,18,0,213,23,1,46,5,0,67,5,0,99,6,2,130,11,1,36,5,1,33,3,0,0
2020-10-11,281,47,7,503,47,4,38,12,2,69,8,1,115,18,2,206,22,1,29,5,2,67,5,0,85,11,1,130,11,1,14,1,0,31,2,0,0
2020-10-12,515,51,8,468,47,5,53,3,1,63,7,1,223,29,1,187,23,1,85,7,4,67,6,1,116,13,1,119,10,1,37,0,1,31,2,0,0
2020-10-13,589,49,5,470,47,5,91,9,0,67,7,1,225,18,3,183,22,1,100,2,0,70,5,1,128,16,2,116,11,1,45,5,0,33,3,0,0
2020-10-14,583,58,6,476,49,5,89,4,2,69,6,1,215,23,3,182,22,2,86,6,0,71,5,1,159,20,1,120,12,1,33,5,0,33,3,0,0
2020-10-15,604,74,8,487,53,6,92,13,1,70,7,1,238,33,2,185,24,2,90,5,2,73,5,1,144,20,3,125,14,2,40,3,0,34,3,0,0
2020-10-16,503,49,7,484,52,6,78,9,1,68,8,1,163,19,3,182,23,2,91,5,2,75,5,1,132,12,1,123,14,2,38,4,0,35,3,0,0
2020-10-17,366,34,5,492,52,7,64,7,1,72,8,1,91,8,3,181,21,2,61,4,0,77,5,1,110,9,1,125,14,1,39,6,0,35,3,0,0
2020-10-18,412,40,4,510,51,6,45,5,2,73,7,1,172,17,1,190,21,2,39,4,0,79,5,1,123,11,0,130,14,1,33,3,1,38,4,0,0
2020-10-19,626,68,7,526,53,6,107,10,0,81,8,1,204,26,6,187,21,3,101,11,0,81,5,1,178,18,0,139,15,1,36,4,1,38,4,0,0
2020-10-20,601,71,5,528,56,6,91,9,0,81,8,1,214,31,2,185,22,3,104,9,0,82,6,1,154,20,3,143,16,1,38,4,0,37,4,0,0
2020-10-21,653,52,5,538,55,6,96,10,0,82,9,1,203,18,3,184,22,3,118,4,1,86,6,1,187,12,0,147,15,1,49,8,1,39,5,0,0
2020-10-22,759,53,3,560,52,5,122,9,0,86,8,1,242,14,2,184,19,3,137,10,0,93,7,0,182,16,1,152,14,1,76,4,0,44,5,0,0
2020-10-23,601,59,5,574,54,5,115,9,1,91,8,1,199,23,1,189,20,3,78,6,1,91,7,0,161,18,1,156,15,1,48,3,1,46,5,1,0
2020-10-24,386,46,1,577,56,4,73,8,0,93,9,0,120,23,0,193,22,2,58,5,0,91,7,0,103,6,1,155,14,1,32,4,0,45,4,1,0
2020-10-25,361,44,9,570,56,5,66,8,2,96,9,0,128,23,3,187,23,2,48,3,2,92,7,1,87,7,1,150,14,1,32,3,1,44,4,1,0
2020-10-26,695,55,4,579,54,5,132,9,0,99,9,0,221,13,2,190,21,2,118,7,1,94,6,1,154,22,1,147,14,1,69,5,0,49,4,0,0
2020-10-27,741,46,8,599,51,5,119,8,3,103,9,1,237,25,3,193,20,2,128,4,1,98,6,1,180,6,1,151,12,1,76,3,0,55,4,0,0
2020-10-28,783,44,4,618,50,5,124,8,0,107,8,1,231,16,3,197,20,2,135,4,0,100,6,1,203,14,0,153,13,1,90,3,1,60,4,0,0
2020-10-29,621,59,4,598,50,5,100,11,0,104,9,1,192,22,2,190,21,2,117,9,1,97,5,1,156,12,1,149,12,1,56,5,0,58,4,0,0
2020-10-30,653,58,10,606,50,6,115,12,1,104,9,1,191,15,4,189,20,2,102,6,2,101,5,1,168,20,1,150,12,1,77,6,2,62,4,1,0
2020-10-31,403,47,4,608,50,6,65,7,0,103,9,1,117,18,2,188,19,3,52,5,0,100,5,1,117,13,2,152,13,1,52,5,0,65,4,1,0
2020-11-01,501,53,12,628,52,7,57,8,0,102,9,1,231,18,9,203,18,4,66,10,0,103,6,1,102,11,2,154,14,1,45,8,1,66,5,1,0
2020-11-02,953,62,10,665,53,7,159,14,1,106,10,1,337,20,7,219,19,4,144,8,1,106,7,1,220,18,1,164,13,1,93,3,0,70,5,1,0
2020-11-03,903,75,12,688,57,8,153,11,2,110,10,1,319,28,6,231,20,5,158,13,2,111,8,1,181,18,2,164,15,1,92,5,0,72,5,1,0
2020-11-04,1112,66,9,735,60,9,187,13,0,119,11,1,311,26,7,243,21,5,199,10,0,120,9,1,277,12,1,174,15,1,138,6,1,79,5,1,0
2020-11-05,1139,82,9,809,63,9,198,14,3,133,11,1,312,25,4,260,21,6,212,14,0,133,9,1,306,20,2,196,16,2,111,9,0,87,6,1,0
2020-11-06,1036,63,10,864,64,9,191,9,4,144,11,1,238,20,2,266,22,5,179,14,0,144,11,0,297,20,3,214,16,2,131,1,1,95,5,0,0
2020-11-07,845,58,13,927,66,11,134,16,1,154,12,2,224,10,5,282,21,6,148,6,2,158,11,1,250,23,4,233,17,2,89,3,1,100,5,1,0
2020-11-08,788,63,8,968,67,10,106,11,2,161,13,2,224,18,3,281,21,5,133,7,0,168,10,1,226,17,2,251,18,2,99,11,1,108,5,1,0
2020-11-09,1546,78,5,1053,69,9,240,18,0,173,13,2,418,28,1,292,22,4,268,8,0,185,10,1,418,21,4,279,19,3,202,5,0,123,6,1,0
2020-11-10,1598,87,8,1152,71,9,274,19,3,190,14,2,459,30,2,312,22,3,311,9,2,207,10,1,408,22,1,312,19,2,146,9,0,131,6,1,0
2020-11-11,1540,97,9,1213,75,9,239,23,1,197,16,2,393,11,2,324,20,3,290,17,3,220,11,1,449,29,2,336,22,3,169,18,1,135,8,1,0
2020-11-12,1501,79,16,1265,75,10,248,20,4,205,17,2,383,21,6,334,20,3,300,11,2,233,10,1,406,19,2,351,22,3,164,10,2,143,8,1,0
2020-11-13,1494,90,6,1330,79,9,272,20,1,216,18,2,356,30,2,351,21,3,263,9,1,245,10,1,430,20,1,370,22,2,173,12,1,149,10,1,0
2020-11-14,1026,97,9,1356,84,9,193,25,1,225,19,2,238,29,5,353,24,3,160,11,1,246,10,1,324,23,1,380,22,2,111,11,1,152,11,1,0
2020-11-15,896,88,14,1372,88,10,135,14,2,229,20,2,232,24,6,354,25,3,134,13,1,247,11,1,243,28,1,383,23,2,152,12,4,160,11,1,0
2020-11-16,1832,122,9,1412,94,10,314,24,1,239,21,2,496,33,1,365,25,3,332,15,4,256,12,2,503,44,1,395,26,1,187,9,2,157,12,2,0
2020-11-17,1729,101,10,1431,96,10,337,21,1,248,21,2,492,29,3,370,25,4,288,13,0,252,13,2,422,31,4,397,28,2,190,8,2,164,11,2,0
2020-11-18,1753,117,10,1462,99,11,307,24,0,258,21,1,468,38,4,381,29,4,336,13,0,259,12,1,444,30,4,396,28,2,198,13,2,168,11,2,0
2020-11-19,1857,131,9,1512,107,10,362,22,1,274,21,1,491,37,6,396,31,4,347,15,1,266,13,1,457,38,1,403,31,2,200,20,0,173,12,2,0
2020-11-20,1773,131,7,1552,112,10,328,24,2,282,22,1,435,37,2,407,32,4,328,18,0,275,14,1,458,36,2,407,33,2,224,17,1,180,13,2,0
2020-11-21,1290,119,11,1590,116,10,254,18,1,291,21,1,354,27,3,424,32,4,196,14,3,280,14,1,325,41,0,407,35,2,161,20,4,187,14,2,0
2020-11-22,1148,114,10,1626,119,9,183,15,4,298,21,1,340,39,1,439,34,3,159,14,0,284,15,1,287,30,4,414,36,2,178,19,1,191,15,2,0
2020-11-23,2317,147,14,1695,123,10,437,34,0,315,23,1,574,37,8,451,35,4,412,16,1,295,15,1,605,39,4,428,35,3,289,25,1,206,17,2,0
2020-11-24,2072,129,16,1744,127,11,375,19,2,321,22,1,553,38,2,459,36,4,371,13,5,307,15,1,535,42,4,444,37,3,238,18,3,213,19,2,0
2020-11-25,2370,139,13,1832,130,11,425,25,2,338,22,2,632,43,4,483,37,4,383,12,2,314,15,2,635,42,1,472,38,2,295,20,4,226,20,2,0
2020-11-26,816,153,7,1684,133,11,137,26,1,306,23,2,246,40,3,448,37,3,138,27,1,284,16,2,203,43,0,435,39,2,92,19,2,211,20,2,0
2020-11-27,2297,156,15,1759,137,12,387,24,1,314,23,2,603,44,3,472,38,3,385,25,2,292,17,2,649,38,4,463,39,2,273,27,5,218,21,3,0
2020-11-28,1836,124,14,1837,137,13,333,21,4,325,23,2,454,31,3,486,39,3,327,19,4,311,18,2,507,42,2,489,39,3,215,12,1,226,20,2,0
2020-11-29,1887,164,15,1942,145,13,243,31,3,334,26,2,560,43,3,517,39,4,299,19,1,331,19,2,505,48,4,520,42,3,280,24,4,240,21,3,0
2020-11-30,2895,187,18,2025,150,14,460,41,5,337,27,3,900,41,4,564,40,3,422,33,1,332,21,2,735,61,6,538,45,3,378,14,2,253,19,3,0
